k,p,accuracy,time
72,1,79.375,0.17832636833190918
72,2,79.58333333333333,0.16309618949890137
72,3,80.0,0.22035479545593262
72,4,79.79166666666667,0.23361563682556152
72,5,79.79166666666667,0.2213916778564453
72,6,79.79166666666667,0.22466349601745605
72,7,80.0,0.24410772323608398
72,8,80.0,0.3009920120239258
72,9,80.0,0.21886038780212402
72,10,80.0,0.21798324584960938
73,1,79.79166666666667,0.1919407844543457
73,2,79.58333333333333,0.17766475677490234
73,3,80.41666666666667,0.21065378189086914
73,4,80.0,0.23873662948608398
73,5,80.0,0.22247624397277832
73,6,80.0,0.21330976486206055
73,7,80.0,0.23867201805114746
73,8,80.41666666666667,0.2214651107788086
73,9,80.41666666666667,0.22617530822753906
73,10,80.41666666666667,0.30582761764526367
74,1,79.58333333333333,0.2155609130859375
74,2,79.375,0.20814085006713867
74,3,79.58333333333333,0.27565932273864746
74,4,80.0,0.26915597915649414
74,5,80.0,0.24112987518310547
74,6,80.0,0.28388381004333496
74,7,80.0,0.29886484146118164
74,8,80.0,0.23526430130004883
74,9,79.79166666666667,0.277468204498291
74,10,80.0,0.28215670585632324
75,1,79.79166666666667,0.21173501014709473
75,2,80.20833333333334,0.17811989784240723
75,3,80.20833333333334,0.27214717864990234
75,4,80.0,0.2650275230407715
75,5,80.20833333333334,0.23389077186584473
75,6,80.20833333333334,0.27103734016418457
75,7,80.20833333333334,0.2726430892944336
75,8,80.20833333333334,0.23366522789001465
75,9,80.41666666666667,0.332247257232666
75,10,80.41666666666667,0.49396777153015137
76,1,79.79166666666667,0.35382771492004395
76,2,79.375,0.3487522602081299
76,3,79.58333333333333,0.2502932548522949
76,4,80.0,0.2055971622467041
76,5,80.0,0.19631648063659668
76,6,80.0,0.1878511905670166
76,7,80.0,0.2754499912261963
76,8,80.0,0.195967435836792
76,9,80.0,0.18456387519836426
76,10,80.0,0.1858968734741211
77,1,80.0,0.12724995613098145
77,2,80.0,0.12840819358825684
77,3,80.20833333333334,0.1867845058441162
77,4,80.20833333333334,0.18056797981262207
77,5,80.0,0.18515419960021973
77,6,80.0,0.18084049224853516
77,7,80.0,0.18083977699279785
77,8,80.41666666666667,0.1916790008544922
77,9,80.41666666666667,0.18351411819458008
77,10,80.20833333333334,0.18101763725280762
78,1,79.79166666666667,0.13873744010925293
78,2,79.375,0.12746405601501465
78,3,80.0,0.18038272857666016
78,4,80.0,0.18704986572265625
78,5,80.0,0.18113088607788086
78,6,80.0,0.1840815544128418
78,7,80.0,0.18452119827270508
78,8,80.20833333333334,0.18122315406799316
78,9,80.20833333333334,0.1857285499572754
78,10,80.0,0.18429803848266602
79,1,80.20833333333334,0.12794852256774902
79,2,80.0,0.12790250778198242
79,3,80.20833333333334,0.18414568901062012
79,4,80.20833333333334,0.18131232261657715
79,5,80.41666666666667,0.1811659336090088
79,6,80.41666666666667,0.18119192123413086
79,7,80.20833333333334,0.18105363845825195
79,8,80.20833333333334,0.1820826530456543
79,9,80.20833333333334,0.1808462142944336
79,10,80.20833333333334,0.18192768096923828
80,1,79.375,0.1289045810699463
80,2,80.0,0.12909293174743652
80,3,79.79166666666667,0.18085479736328125
80,4,79.79166666666667,0.18092060089111328
80,5,80.0,0.18273329734802246
80,6,80.20833333333334,0.1809992790222168
80,7,80.0,0.20139694213867188
80,8,80.0,0.18663835525512695
80,9,80.0,0.18074560165405273
80,10,80.0,0.18365025520324707
81,1,80.0,0.12647271156311035
81,2,80.0,0.1268765926361084
81,3,80.41666666666667,0.19261455535888672
81,4,80.20833333333334,0.18179678916931152
81,5,80.20833333333334,0.18047213554382324
81,6,80.41666666666667,0.18205666542053223
81,7,80.41666666666667,0.18369269371032715
81,8,80.41666666666667,0.18474555015563965
81,9,80.20833333333334,0.1844005584716797
81,10,80.20833333333334,0.18473172187805176
82,1,79.58333333333333,0.12895417213439941
82,2,80.0,0.12834954261779785
82,3,80.20833333333334,0.18071556091308594
82,4,80.0,0.18167972564697266
82,5,79.79166666666667,0.18231606483459473
82,6,79.79166666666667,0.18070363998413086
82,7,79.79166666666667,0.18496155738830566
82,8,79.79166666666667,0.183912992477417
82,9,80.0,0.1810307502746582
82,10,79.79166666666667,0.18581295013427734
83,1,80.20833333333334,0.13093900680541992
83,2,80.625,0.12769246101379395
83,3,80.41666666666667,0.1821284294128418
83,4,80.41666666666667,0.1802668571472168
83,5,80.625,0.18307042121887207
83,6,80.41666666666667,0.19530487060546875
83,7,80.41666666666667,0.18127655982971191
83,8,80.41666666666667,0.18024420738220215
83,9,80.41666666666667,0.18372535705566406
83,10,80.625,0.18022537231445312
84,1,79.58333333333333,0.12712454795837402
84,2,80.20833333333334,0.12992382049560547
84,3,80.0,0.18071627616882324
84,4,80.0,0.18117070198059082
84,5,80.20833333333334,0.19266653060913086
84,6,80.20833333333334,0.18015027046203613
84,7,80.20833333333334,0.18123793601989746
84,8,80.20833333333334,0.18571710586547852
84,9,80.0,0.18056035041809082
84,10,80.0,0.18093657493591309
85,1,80.20833333333334,0.1275038719177246
85,2,80.41666666666667,0.12683725357055664
85,3,80.20833333333334,0.1800212860107422
85,4,80.41666666666667,0.18884992599487305
85,5,81.04166666666667,0.18131208419799805
85,6,81.04166666666667,0.18151330947875977
85,7,80.625,0.1808934211730957
85,8,80.625,0.18315672874450684
85,9,80.20833333333334,0.1852118968963623
85,10,80.20833333333334,0.1805727481842041
86,1,79.79166666666667,0.13044214248657227
86,2,79.79166666666667,0.12864160537719727
86,3,80.20833333333334,0.18378543853759766
86,4,80.20833333333334,0.18403267860412598
86,5,80.625,0.18196320533752441
86,6,80.83333333333333,0.18612003326416016
86,7,80.41666666666667,0.18054604530334473
86,8,80.41666666666667,0.18710780143737793
86,9,80.20833333333334,0.18099069595336914
86,10,80.20833333333334,0.1809711456298828
87,1,80.20833333333334,0.1349177360534668
87,2,80.0,0.12754321098327637
87,3,80.41666666666667,0.1854856014251709
87,4,80.83333333333333,0.2286677360534668
87,5,81.04166666666667,0.23011541366577148
87,6,81.04166666666667,0.2512028217315674
87,7,81.04166666666667,0.22904706001281738
87,8,80.83333333333333,0.18602776527404785
87,9,80.83333333333333,0.18050765991210938
87,10,80.83333333333333,0.1838233470916748
88,1,79.79166666666667,0.13284611701965332
88,2,79.79166666666667,0.1293327808380127
88,3,80.20833333333334,0.18309283256530762
88,4,80.41666666666667,0.18267035484313965
88,5,80.625,0.18140912055969238
88,6,80.83333333333333,0.18089556694030762
88,7,80.625,0.18455910682678223
88,8,80.625,0.1841597557067871
88,9,80.625,0.18109512329101562
88,10,80.625,0.18563222885131836
89,1,80.0,0.12779545783996582
89,2,80.41666666666667,0.12802696228027344
89,3,80.20833333333334,0.19836711883544922
89,4,81.04166666666667,0.18364953994750977
89,5,81.04166666666667,0.180389404296875
89,6,81.25,0.1868431568145752
89,7,81.25,0.18479132652282715
89,8,81.25,0.18159842491149902
89,9,81.04166666666667,0.18424630165100098
89,10,80.83333333333333,0.18113088607788086
90,1,79.79166666666667,0.1296844482421875
90,2,79.79166666666667,0.12845492362976074
90,3,79.79166666666667,0.18358826637268066
90,4,80.41666666666667,0.1820976734161377
90,5,80.20833333333334,0.18098735809326172
90,6,80.41666666666667,0.18211936950683594
90,7,80.625,0.18078398704528809
90,8,80.625,0.18031907081604004
90,9,80.41666666666667,0.18065285682678223
90,10,80.41666666666667,0.18370676040649414
91,1,80.0,0.12797188758850098
91,2,80.41666666666667,0.12807798385620117
91,3,80.20833333333334,0.1807694435119629
91,4,80.41666666666667,0.180999755859375
91,5,80.83333333333333,0.18105316162109375
91,6,81.04166666666667,0.18317937850952148
91,7,80.83333333333333,0.18082070350646973
91,8,80.83333333333333,0.18097925186157227
91,9,80.83333333333333,0.18492650985717773
91,10,80.83333333333333,0.180922269821167
92,1,79.58333333333333,0.12771916389465332
92,2,80.20833333333334,0.13719987869262695
92,3,80.0,0.18720054626464844
92,4,80.20833333333334,0.1806182861328125
92,5,80.41666666666667,0.18389105796813965
92,6,80.41666666666667,0.18110227584838867
92,7,80.83333333333333,0.18103933334350586
92,8,80.625,0.19394159317016602
92,9,80.625,0.1851799488067627
92,10,80.625,0.25632166862487793
93,1,80.0,0.13545441627502441
93,2,80.41666666666667,0.1347501277923584
93,3,80.625,0.19625496864318848
93,4,80.41666666666667,0.18192458152770996
93,5,80.41666666666667,0.1837158203125
93,6,80.625,0.18592000007629395
93,7,80.83333333333333,0.18020892143249512
93,8,80.83333333333333,0.18133544921875
93,9,80.83333333333333,0.18510103225708008
93,10,80.83333333333333,0.18427181243896484
94,1,79.79166666666667,0.12880206108093262
94,2,80.41666666666667,0.12902069091796875
94,3,80.20833333333334,0.17976951599121094
94,4,80.20833333333334,0.18215131759643555
94,5,80.0,0.18939661979675293
94,6,80.0,0.18150877952575684
94,7,80.20833333333334,0.18619155883789062
94,8,80.41666666666667,0.18100261688232422
94,9,80.41666666666667,0.1806018352508545
94,10,80.41666666666667,0.1924593448638916
95,1,80.20833333333334,0.1277759075164795
95,2,80.41666666666667,0.12781310081481934
95,3,80.83333333333333,0.1811082363128662
95,4,80.41666666666667,0.18200206756591797
95,5,80.41666666666667,0.18075108528137207
95,6,80.41666666666667,0.1894371509552002
95,7,80.625,0.18122100830078125
95,8,80.41666666666667,0.1809847354888916
95,9,80.41666666666667,0.18620562553405762
95,10,80.625,0.1811208724975586
96,1,79.375,0.12768197059631348
96,2,80.41666666666667,0.12915635108947754
96,3,80.41666666666667,0.18359613418579102
96,4,80.41666666666667,0.18430566787719727
96,5,80.20833333333334,0.18370747566223145
96,6,80.0,0.18044042587280273
96,7,80.20833333333334,0.182539701461792
96,8,80.20833333333334,0.1869971752166748
96,9,80.20833333333334,0.1807570457458496
96,10,80.20833333333334,0.18199515342712402
97,1,79.58333333333333,0.12783098220825195
97,2,80.41666666666667,0.12734150886535645
97,3,80.83333333333333,0.1807408332824707
97,4,81.04166666666667,0.19413232803344727
97,5,81.45833333333333,0.18087124824523926
97,6,81.45833333333333,0.1813192367553711
97,7,81.04166666666667,0.180739164352417
97,8,81.04166666666667,0.18202495574951172
97,9,81.04166666666667,0.19579100608825684
97,10,80.83333333333333,0.18101000785827637
98,1,79.16666666666666,0.12781810760498047
98,2,80.20833333333334,0.1292719841003418
98,3,80.41666666666667,0.18158531188964844
98,4,80.41666666666667,0.1809849739074707
98,5,80.83333333333333,0.18810772895812988
98,6,80.83333333333333,0.18063664436340332
98,7,80.83333333333333,0.18512988090515137
98,8,80.83333333333333,0.18308305740356445
98,9,80.625,0.18120050430297852
98,10,80.625,0.18217206001281738
99,1,79.58333333333333,0.13027191162109375
99,2,80.20833333333334,0.12903976440429688
99,3,81.04166666666667,0.185211181640625
99,4,80.625,0.18782854080200195
99,5,81.25,0.18087410926818848
99,6,81.25,0.1818251609802246
99,7,81.04166666666667,0.18817591667175293
99,8,81.04166666666667,0.18082118034362793
99,9,81.04166666666667,0.18058228492736816
99,10,81.04166666666667,0.1814875602722168
